titleHebrew,titleEnglish,genre,CEFR,hebrew,english,hebrewNoNiqqud
וִדּוּיֵי עַפִּיר מְשֻׁעֲמָם,Confessions of a Bored Vampire,monologue,B1,,,
בִּישּׁוּל בְּמִטְבָּח הוֹסְטֵל,Cooking in a Hostel Kitchen,monologue,B1,,,
שָׂפוֹת מֵתוֹת,Dead Languages,language,B1,,,
דֵּצֶמְבֶּר בְּיִשְׂרָאֵל,December in Israel,culture,B1,,,
דֵּמוֹקְרָטְיָה בְּאַתּוּנָה הָעַתִּיקָה,Democracy in Ancient Athens,history,B1,,,
דִּיטוֹקְס דִּיגִיטָלִי,Digital Detoxes,health,B1,,,
בִּיוּת,Domestication,science,B1,,,
דְּרָקוּלָה,Dracula,horror,B1,,,
פֶבְּרוּאָר בְּיִשְׂרָאֵל,February in Israel,culture,B1,,,
שִׁלּוּב טְעָמִים,Flavor Pairing,food,B1,,,
פְרַנְקֶנְשְׁטַיְן,Frankenstein,horror,B1,,,
פִּטְרִיּוֹת,Fungi,science,B1,,,
עִצּוּב מִשְׂחָקִים,Game Design,technology,B1,,,
לְהִתְמוֹדֵד עִם מַחֲלוֹקֶת,Handling a Disagreement,dialogue,B1,,,
חַנָּה אַרֶנְדְט,Hannah Arendt,biography,B1,,,
תְּסמוֹנֶת הַמַּזִּיף,Impostor Syndrome,psychology,B1,,,
הַצָּגָה עַצְמִית,Introducing Myself,monologue,B1,,,
יוּלַי בְּיִשְׂרָאֵל,July in Israel,culture,B1,,,
לִמּוּד שָׂפָה חֲדָשָׁה,Learning a New Language,monologue,B1,,,
לִימוּנָלִיּוּת,Liminality,drama,B1,,,
מוֹטוֹת קֶסֶם,Magic Wands,fantasy,B1,,,
לְהִתְחַבֵּר עִם חֲבֵרִים בְּמַסָּע,Making Friends While Traveling,travel,B1,,,
מַרְס בְּיִשְׂרָאֵל,March in Israel,culture,B1,,,
מִינִימָלִיזְם,Minimalism,philosophy,B1,,,
נִינְטֶנְדוֹ,Nintendo,culture,B1,,,
נוֹבֶמְבֶּר בְּיִשְׂרָאֵל,November in Israel,culture,B1,"בְּיִשְׂרָאֵל חֹדֶשׁ נוֹבֶמְבֶּר הוּא זְמַן מְיֻחָד. הַקַּיִץ הֶחָם כְּבָר נִגְמָר, וְהַסְּתָו מַבִיא עִמּוֹ מֶזֶג אֲוִיר נָעִים יוֹתֵר. בָּרֹב הַיָּמִים יֵשׁ עוֹד שֶׁמֶשׁ וְחֹם בָּעֲצָרַיִם, אֲבָל הַבֹּקֶר וְהָעֶרֶב קְרוּרִים יוֹתֵר.

בְּחֹדֶשׁ זֶה הַטֶּבַע מִתְחִיל לְהִשְׁתַּנּוֹת. הָעֵצִים מַפְסִיקִים לִפְרֹחַ, וְיֵשׁ יָמִים שֶׁיּוֹרֵד גֶּשֶׁם רִאשׁוֹן. בְּתוֹךְ הֶעָרִים הָאֲנָשִׁים מַתְחִילִים לִלְבֹּשׁ מְעִילִים דַּקִּים, וּבְצָפוֹן הָאָרֶץ אֲפִלּוּ מַרְגִּישִׁים חֹרֶף קָרוֹב.

נוֹבֶמְבֶּר הוּא גַּם זְמַן טוֹב לְטַיֵּל בָּאֲרֶץ. הַשְּׁבִילִים בַּהֲרֵי כַּרְמֶל אוֹ בַּגָּלִיל נְעִימִים לַהֲלִיכָה, כִּי לֹא חַם מְדַי וְלֹא קָר מְדַי. אֲנָשִׁים רַבִּים אוֹהֲבִים לָצֵאת לְטִיּוּלֵי שַׁבָּת וּלְהַרְגִּישׁ אֶת הָאֲוִיר הַצָּחוּר.

בִּקְצָרָה, נוֹבֶמְבֶּר בְּיִשְׂרָאֵל הוּא חֹדֶשׁ שֶׁמְּחַבֵּר בֵּין הַקַּיִץ לַחֹרֶף, וּמֵבִיא עִמּוֹ שִׁנּוּי רָגִיעַ וּמְנַחֵם.","In Israel, the month of November is a special time. The hot summer is already over, and autumn brings with it more pleasant weather. Most days there is still sun and warmth at noon, but the mornings and evenings are cooler. In this month, nature begins to change. The trees stop blooming, and on some days the first rains fall. In the cities, people start wearing light coats, and in the north of the country, you can even feel that winter is near. November is also a good time to travel around the country. The trails in the Carmel Mountains or in the Galilee are pleasant for hiking, because it’s not too hot and not too cold. Many people like to go on Saturday trips and enjoy the fresh air. In short, November in Israel is a month that connects summer to winter and brings with it a calm and comforting change.","בישראל חדש נובמבר הוא זמן מיחד. הקיץ החם כבר נגמר, והסתו מביא עמו מזג אויר נעים יותר. ברב הימים יש עוד שמש וחם בעצרים, אבל הבקר והערב קרורים יותר.

בחדש זה הטבע מתחיל להשתנות. העצים מפסיקים לפרח, ויש ימים שיורד גשם ראשון. בתוך הערים האנשים מתחילים ללבש מעילים דקים, ובצפון הארץ אפלו מרגישים חרף קרוב.

נובמבר הוא גם זמן טוב לטיל בארץ. השבילים בהרי כרמל או בגליל נעימים להליכה, כי לא חם מדי ולא קר מדי. אנשים רבים אוהבים לצאת לטיולי שבת ולהרגיש את האויר הצחור.

בקצרה, נובמבר בישראל הוא חדש שמחבר בין הקיץ לחרף, ומביא עמו שנוי רגיע ומנחם."
אוֹסְלוֹ,Oslo,travel,B1,,,
תִּכְנוּן יוֹם שֶׁל הַרְפַּתְקָאוֹת,Planning a Day of Adventure,monologue,B1,,,
מִפְתְּחֵי תְּחְבּוּרָה צִבּוּרִית,Public Transit Maps,travel,B1,,,
חֲרָטָה,Regret,psychology,B1,,,
מַעֲבָרִים סוֹדִיִּים,Secret Passageways,fantasy,B1,,,
עָרִים חָכָמוֹת,Smart Cities,technology,B1,,,
חֲרָדָה חֶבְרָתִית,Social Anxiety,psychology,B1,,,
סְטוֹאִיצִיזְם,Stoicism,philosophy,B1,,,
סִפּוּרִים בְּתוֹךְ סִפּוּרִים,Stories Within Stories,drama,B1,,,
סוּפֶּרְפוּדְס,Superfoods,health,B1,,,
דַּיָּג בַּר־קַיָּמָה,Sustainable Seafood,food,B1,,,
לִמּוּד מִשְׁמָשִׁי,Tactile Learning,psychology,B1,,,
בְּדִיקַת הַצְּ’ק־אִין בַּשָּׂדֶה,The Airport Check-In,dialogue,B1,,,
יְסוֹדוֹת הַתִּכְנוּת,The Basics of Coding,technology,B1,,,
חוֹמַת בֶּרְלִין,The Berlin Wall,history,B1,,,
תֵּאוֹרְיַת הַמַּפָּץ הַגָּדוֹל,The Big Bang Theory,science,B1,,,
חִלּוּף מַטְבֵּעַ,The Currency Exchange,dialogue,B1,,,
תּוֹפַעַת דָּנִינְג־קְרוּגֶר,The Dunning–Kruger Effect,psychology,B1,,,
מַסָּע הַגִּבּוֹר,The Hero’s Journey,fantasy,B1,,,
הִסְטוֹרְיַת הַמַּפּוֹת,The History of Maps,history,B1,,,
הַמַּהְפֵּכָה הַתַּעֲשִׂיָּתִית,The Industrial Revolution,history,B1,,,
פְּסִיכוֹלוֹגְיָה שֶׁל הָאֹשֶׁר,The Psychology of Happiness,psychology,B1,,,
הָרֶנֵסַנְס,The Renaissance,history,B1,,,
הָאֵנֶרְגִּיָּה הַסּוֹדִית שֶׁל צְמָחִים,The Secret Energy of Plants,science,B1,,,
הַנִּצּוֹץ,The Shining,horror,B1,,,
הַבְּחִירוֹת הַקְּטַנּוֹת שֶׁמְּעַצְּבוֹת אוֹתָנוּ,The Small Choices That Shape Us,dialogue,B1,,,
הָאִינְקְוִיזִיצְיָה הַסְּפָרַדִּית,The Spanish Inquisition,history,B1,,,
בְּעָיַת שְׁלוֹשַׁת הַגּוּפִים,The Three-Body Problem,science fiction,B1,,,
תָּכְנִית טְרוּמָן,The Truman Show,drama,B1,,,
הַקּוֹסֵם מֵעוֹז,The Wizard of Oz,fantasy,B1,,,
בָּתֵּי מִינִי,Tiny Homes,culture,B1,,,
פְּגָמִים טְרַגִּיִּים בַּסִּפְרוּת,Tragic Flaws in Literature,drama,B1,,,
טְרוֹפִּים,Tropes,drama,B1,,,
בַּרִיתוֹת מוּזָרוֹת בַּהִסְטוֹרְיָה,Unlikely Alliances in History,history,B1,,,
אֹפֶן תְּחְבּוּרָה חֲרִיגִים,Unusual Modes of Transportation,travel,B1,,,
חִסּוּנִים,Vaccines,health,B1,,,
וִירוּסִים,Viruses,science,B1,,,
"ווִיקֶד, חֵלֶק רִאשׁוֹן","Wicked, Part I",fantasy,B1,,,
"ווִיקֶד, חֵלֶק שֵׁנִי","Wicked, Part II",fantasy,B1,,,
מַעֲרָכוֹת כְּתִיבָה,Writing Systems,language,B1,,,
בִּינָה מְלָאכוּתִית וּרְפוּאָה,AI and Medicine,technology,B2,,,
הִיסְטוֹרְיָה חֲלוּפִית,Alternate History,fantasy,B2,,,
רוֹמָה עַתִּיקָה,Ancient Rome,history,B2,,,
זְכוּיוֹת בַּעֲלֵי חַיִּים,Animal Rights,philosophy,B2,,,
בִּינָה מְלָאכוּתִית בַּסִּפְרוּת,Artificial Intelligence in Fiction,science fiction,B2,,,
אַתֵּאִיזְם,Atheism,philosophy,B2,,,
חוֹרִים שְׁחוֹרִים,Black Holes,science,B2,,,
שְׂרֵיפַת סְפָרִים,Book Burnings,history,B2,,,
חֲבָרוֹת בְּלִי מַזּוֹמָן,Cashless Societies,technology,B2,,,
נַצְרוּת,Christianity,philosophy,B2,,,
קְצָבִים צִרְקָדִּיִּים,Circadian Rhythms,health,B2,,,
הֲטָיּוֹת קוֹגְנִיטִיבִיּוֹת,Cognitive Biases,psychology,B2,,,
תֵּאוֹרְיוֹת קְשִׁירָה,Conspiracy Theories,psychology,B2,,,
תַּשְׁוִית לְעוּמַּת כִּמְיוֹן,Craving Versus Longing,psychology,B2,,,
סַיְיבֶּרְפַּאנְק,Cyberpunk,science fiction,B2,,,
נוֹמָדִים דִּיגִיטָלִיִּים,Digital Nomads,culture,B2,,,
חֲלוֹמוֹת כְּכְלֵי סִפּוּר,Dreams as a Narrative Devices,drama,B2,,,
דּוּאַלִיּוֹת בַּדְּמוּיוֹת,Dualities in Characters,drama,B2,,,
שֶׁמֶשׁ נִצְחִית שֶׁל מַחַר נִקִּי,Eternal Sunshine of the Spotless Mind,drama,B2,,,
צִרְכָנוּת אֶתוֹפִּית,Ethical Consumerism,philosophy,B2,,,
כּוֹכְבֵי־לֶכֶת חִיצוֹנִיִּים,Exoplanets,science,B2,,,
חֲקִירַת בַּיִת רָדוּף,Exploring a Haunted House,horror,B2,,,
פֵּמִינִיזְם,Feminism,politics,B2,,,
סְפָרַד הַפְּרַנְקוֹאִיסְטִית,Francoist Spain,history,B2,,,
פְרִידְרִיךְ נִיטְשֶׁה,Friedrich Nietzsche,biography,B2,,,
אִיקוֹנוֹת גֵּיאִים,Gay Icons,culture,B2,,,
הוֹמוֹ דֵאוּס,Homo Deus,history,B2,,,
אִסְלָאם,Islam,philosophy,B2,,,
יְהוּדּוּת,Judaism,philosophy,B2,,,
לִיבֵּרָלִיזְם,Liberalism,politics,B2,,,
אָבוּד בֶּחָלָל,Lost in Space,science fiction,B2,,,
אָבוּד בַּתִּרְגּוּם,Lost in Translation,drama,B2,,,
רַכֶּבֶת מְרַחֶפֶת,Maglev Trains,technology,B2,,,
הִתְבּוֹנְנוּת,Meditation,psychology,B2,,,
בְּרִיאוּת נַפְשִׁית,Mental Health,health,B2,,,
מְסוֹפּוֹטַמְיָה,Mesopotamia,history,B2,,,
דִּינָמִיקָה שֶׁל הָמוֹן,Mob Mentalities,psychology,B2,,,
דִּיקְטָטוּרוֹת מוֹדֶרְנִיּוֹת,Modern Dictatorships,politics,B2,,,
תַּעֲמוּלָה מוֹדֶרְנִית,Modern Propaganda,politics,B2,,,
רִבּוּי מְשִׁימוֹת,Multitasking,psychology,B2,,,
נָטָאלִי וִין,Natalie Wynn,philosophy,B2,,,
נֵירוֹדַּיְיבֶרְסִיטִי,Neurodiversity,psychology,B2,,,
אַלֶף תְּשַׁע מֵאוֹת שְׁמוֹנִים וְאַרְבַּע,Nineteen Eighty-Four,drama,B2,,,
לְהִתְגַּבֵּר עַל מַחְסוֹם שָׂפָה,Overcoming a Language Barrier,monologue,B2,,,
תְּכוּנוֹת אִישִׁיּוּת,Personality Traits,psychology,B2,,,
פוֹנִיקְסִים,Phoenixes,fantasy,B2,,,
דְּחִיָּה,Procrastination,psychology,B2,,,
חַיִּים קְוִיאֶרִים בְּיִשְׂרָאֵל,Queer Life in Israel,culture,B2,,,
סַפִּיֶּנְס,Sapiens,history,B2,,,
עִצּוּב סְקַנְדִּינָבִי,Scandinavian Design,culture,B2,,,
סְמַרְטְפוֹנִים,Smartphones,technology,B2,,,
רֶשֶׁת חֶבְרָתִית,Social Media,technology,B2,,,
מַסָּע הָאֱמֶת שֶׁל סוֹקְרָטֵס,Socrates' Quest for Truth,philosophy,B2,,,
יַחֲסֵי סְפָרַד–אַרְצוֹת הַבְּרִית,Spanish–United States Relations,history,B2,,,
מַאֲכָלִים עִקָּרִיִּים,Staple Foods,food,B2,,,
טֶרָפוֹרְמִינְג מַאֲרִס,Terraforming Mars,science fiction,B2,,,
מָשָׁל הַמְּעָרָה,The Allegory of the Cave,philosophy,B2,,,
הַקֶּסֶם שֶׁל מְקוֹמוֹת נִסְתָּרִים,The Allure of Hidden Places,psychology,B2,,,
הַבִּקְתָּה בַּחֹשֶׁךְ,The Cabin in the Dark,horror,B2,,,
הָעִיר בָּעֵצִים,The City in the Trees,fantasy,B2,,,
הַמִּלְחָמָה הַקָּרוֹה,The Cold War,history,B2,"הַמִּלְחָמָה הַקָּרוֹה הָיְתָה תְּקוּפָה מְיֻחֶדֶת בְּהִסְטוֹרְיָה הָעוֹלָמִית, שֶׁנִּמְשְׁכָה מִסּוֹף מִלְחֶמֶת הָעוֹלָם הַשְּׁנִיָּה עַד סוֹף הַשְּׁמוֹנִים. זֹאת לֹא הָיְתָה מִלְחָמָה יְשִׁירָה בֵּין הַמַּעֲרָב, שֶׁבְּרֹאשׁוֹ עָמְדוּ אַרְצוֹת הַבְּרִית, וּבֵין הַמִּזְרָח, שֶׁנִּהֵגָה עַל־יְדֵי הַבִּרִית הַמּוֹעֲצוֹת. הַסִּכְסוּךְ הִתְבַּטֵּא בַּמִּרְוָצִים כְּגוֹן מִרְוַץ הַחֲלָל, מִרְוַץ הַנֶּשֶׁק הַגַּרְעִינִי, וּבִמְלָחָמוֹת עֲקִיפוֹת בְּמְדִינוֹת שׁוֹנוֹת.

בְּתוֹךְ הַמִּלְחָמָה הַקָּרוֹה נִבְנָה חוֹמַת בֶּרְלִין, שֶׁחִלְּקָה אֶת הָעִיר בֵּין מַעֲרָב לְמִזְרָח וְנַעֲשְׂתָה לְסֵמֶל הַפִּלּוּג. אַף שֶׁלֹּא הָיוּ קְרָבוֹת רִשְׁמִיִּים בֵּין הַמַּעֲצוֹמוֹת, הָיְתָה מַתָּחַת גְּדוֹלָה וְפַחַד מִפְּנֵי מִלְחָמָה גַּרְעִינִית. הַמִּלְחָמָה הַקָּרוֹה נִגְמְרָה בִּנְפִילַת הַחוֹמָה וּבְהִתְמוֹטְטוּת הַבִּרִית הַמּוֹעֲצוֹת.

הַתְּקוּפָה הַזֹּאת מַרְאֶה לָנוּ אֵיךְ רַעְיוֹנוֹת פּוֹלִיטִיִּים וְכֹחוֹת כְּלוֹמִיִּים יְכוֹלִים לִשְׁלוֹט עַל הָעוֹלָם כִּמְעַט חֲצִי מֵאָה שָׁנָה, גַּם בְּלִי קְרָב יָשִׁיר.","The Cold War was a unique period in world history, lasting from the end of the Second World War until the late 1980s. It was not a direct war between the West, led by the United States, and the East, led by the Soviet Union. The conflict expressed itself in races such as the space race, the nuclear arms race, and in proxy wars in different countries. During the Cold War, the Berlin Wall was built, dividing the city between West and East and becoming a symbol of separation. Even though there were no official battles between the superpowers, there was great tension and fear of nuclear war. The Cold War ended with the fall of the wall and the collapse of the Soviet Union. This period shows us how political ideas and global powers can dominate the world for almost half a century, even without a direct battle.","המלחמה הקרוה היתה תקופה מיחדת בהסטוריה העולמית, שנמשכה מסוף מלחמת העולם השניה עד סוף השמונים. זאת לא היתה מלחמה ישירה בין המערב, שבראשו עמדו ארצות הברית, ובין המזרח, שנהגה על־ידי הברית המועצות. הסכסוך התבטא במרוצים כגון מרוץ החלל, מרוץ הנשק הגרעיני, ובמלחמות עקיפות במדינות שונות.

בתוך המלחמה הקרוה נבנה חומת ברלין, שחלקה את העיר בין מערב למזרח ונעשתה לסמל הפלוג. אף שלא היו קרבות רשמיים בין המעצומות, היתה מתחת גדולה ופחד מפני מלחמה גרעינית. המלחמה הקרוה נגמרה בנפילת החומה ובהתמוטטות הברית המועצות.

התקופה הזאת מראה לנו איך רעיונות פוליטיים וכחות כלומיים יכולים לשלוט על העולם כמעט חצי מאה שנה, גם בלי קרב ישיר."
מַשְׁבֵּר הַגַּבְרוּת,The Crisis of Masculinity,culture,B2,,,
פַּחַד מִלִּהְיוֹת מֻחְמָץ,The Fear of Missing Out,psychology,B2,,,
חַיֵּי אֲחֵרִים,The Lives of Others,drama,B2,,,
מְדִינַת הָאוּמָּה,The Nation-State,politics,B2,,,
אֱלֹהֵי הַצָּפוֹן,The Norse Gods,fantasy,B2,,,
תּוֹפַעַת הַפְּלַסֵּיבּוֹ,The Placebo Effect,psychology,B2,,,
פְּסִיכוֹלוֹגְיָה שֶׁל בְּדִידוּת,The Psychology of Loneliness,psychology,B2,,,
הָעוֹרֵב,The Raven,horror,B2,,,
תַּפְקִיד הַנְּסִיעוֹת בְּגִלּוּי עַצְמִי,The Role of Travel in Self-Discovery,travel,B2,,,
מֵרוֹץ הַחָלָל,The Space Race,history,B2,,,
הַמִּלְחָמָה הָאֶזְרָחִית הַסְּפָרַדִּית,The Spanish Civil War,history,B2,,,
הַאִימְפֶּרְיָה הַסְּפָרַדִּית,The Spanish Empire,history,B2,,,
תֵּאוֹרְיַת הָאַבּוֹלוּצְיָה,The Theory of Evolution,science,B2,,,
עֵמֶק הַמַּבְכִּיר,The Uncanny Valley,psychology,B2,,,
הָאֻמּוֹת הַמְּאוּחָדוֹת,The United Nations,politics,B2,,,
טוֹקְיוֹ,Tokyo,travel,B2,,,
בִּישּׁוּל צִמְחוֹנִי,Vegetarian Cooking,food,B2,,,
מָהוּ יֹפִי?,What is Beauty?,philosophy,B2,,,
לָמָּה אֲנִי אוֹסֵף מַפּוֹת,Why I Collect Maps,monologue,B2,,,
מִלְחֶמֶת הָעוֹלָם הָרִאשׁוֹנָה,World War I,history,B2,,,
מִלְחֶמֶת הָעוֹלָם הַשְּׁנִיָּה,World War II,history,B2,,,
בְּנִיַּת עוֹלָם,World-Building,fantasy,B2,,,
זֶן בּוּדִּיזְם,Zen Buddhism,philosophy,B2,,,
אָלֶן וַאטְס,Alan Watts,biography,C,,,
אוֹיֵב הָעָם,An Enemy of the People,drama,C,,,
פּוֹפּוּלִיזְם סַמְכוּתָנִי,Authoritarian Populism,politics,C,,,
לְהִתְעַדְכֵּן אַחֲרֵי שָׁנִים נִפְרָדוֹת,Catching Up After Years Apart,dialogue,C,,,
קוֹלוֹנִיָאלִיזְם,Colonialism,history,C,,,
מָוֶת בַּפִּילוֹסוֹפְיָה,Death in Philosophy,philosophy,C,,,
קִנְאָה,Envy,psychology,C,,,
אֶקְזִיסְטֶנְצִיאָלִיזְם,Existentialism,philosophy,C,,,
פַּאשִׁיזְם,Fascism,politics,C,,,
מַאֲכָלִים מֻתְסָסִים,Fermented Foods,food,C,,,
רָצוֹן חָפְשִׁי,Free Will,philosophy,C,,,
תֵּאוֹרְיַת פֶּרַס הַפֶּרְסָה,Horseshoe Theory,politics,C,,,
זֶהוּת,Identity,psychology,C,,,
אִי־קִיּוּם,Impermanence,philosophy,C,,,
מַרְקְסִיזְם,Marxism,politics,C,,,
אַיִן,Nothingness,philosophy,C,,,
פֵּיר גִּינְט,Peer Gynt,drama,C,,,
סָטִירָה פּוֹלִיטִית,Political Satire,politics,C,,,
זִיגְמוּנְד פְּרוֹיְד,Sigmund Freud,biography,C,,,
מְדִינוֹת רְוָוחָה,Social Welfare States,politics,C,"הַרְעָיוֹן שֶׁל מְדִינוֹת רְוָוחָה מְעוֹרֵר וִכּוּחַ עָמֹק בְּתוֹךְ הַפִּילוֹסוֹפְיָה הַפּוֹלִיטִית וְהַכַּלְכָּלָה הַחֶבְרָתִית. מְדִינַת רְוָוחָה מְגֻדֶּרֶת כְּזֹאת הַמַּקְצָאָה מִקּוֹרָה רַבִּים לְהַבְטִיחַ רֶשֶׁת בִּטָּחוֹן לָאֶזְרָחִים: קִצְבָּאוֹת לְחֹלִים וּלְמֻבְטָלִים, תִּמְכוּךְ בַּחִנּוּךְ וּבִשְׁרוּתֵי בְּרִיאוּת, וּמַעֲרָכוֹת מִס שֶׁמְּשַׁמְּשׁוֹת כְּכְלֵי חֲלוּקָה מְחֻדָּשִׁים שֶׁל הַעֲשָׁרָה לְעוּמַּת עֲנִיּוּת.

מִתְנַגְּדֵי הַמְּדִינָה הַסּוֹצְיָאל־דֵּמוֹקְרָטִית טוֹעֲנִים כִּי הִיא מְעוֹדֶדֶת תְּלוּת וּמְצַמְצֶמֶת אֶת הַדַּחַף לַחֲדָשָׁנוּת וְלִיְזָמוּת פְּרָטִית. מִנֶּגֶד, תּוֹמְכִים מַדְגִּישִׁים שֶׁהַמַּעֲרֶכֶת מְבַטֵּאת אַחֲרָיוּת חֶבְרָתִית וּמוֹנַעַת מִן הַחֶבְרָה לְהִתְפָּרֵק לִמְעוֹרָבוֹת שֶׁל מְעוֹטִים חֲסֵרֵי כֹּל מוּל אֲצֻלָּה מִעוּטִית שֶׁל עֲשִׁירִים.

בְּיִשְׂרָאֵל, לְמָשָׁל, נִצְפָּה דֶּגֶם הִיבְּרִידִי: מְעָרָכוֹת רְוָוחָה מוּסְדוֹת כְּמוֹ בִּטּוּחַ לְאֻמִּי וּמַעֲרֶכֶת בְּרִיאוּת צִבּוּרִית, אֲבָל גַּם מִידָּה גְּדוֹלָה שֶׁל תְּלוּת בְּתוֹרָמוֹת פְּרָטִיּוֹת וּבְשׁוּק חָפְשִׁי. הַדִּיאֲלֶקְטִיקָה הַזֹּאת מַעֲמִידָה בַּחֲזִית שְׁאֵלוֹת נוֹקוֹבוֹת עַל מָהוּת הַחֶבְרָה הַמּוֹדֶרְנִית: עַד אֵיזֶה גְּבוּל הַמְּדִינָה חַיֶּבֶת לָשֵׂאת בְּאַחֲרָיוּת, וּמָה חָל עַל כָּל אֶחָד מֵאִתָּנוּ כְּיָחִיד?

הַדִּיוּן עַל מְדִינוֹת רְוָוחָה מַרְאָה לֹא רַק עַל מַעֲרָכוֹת כַּלְכָּלִיּוֹת, אֶלָּא גַּם עַל אֵידֵאוֹלוֹגְיָה עֲמוּקָה: הַאִם אֲנַחְנוּ מְחֻיָּבִים לְחֶבְרָה שֶׁכֻּלָּהּ עוֹזֶרֶת לַחֲלוּשִׁים, אוֹ שֶׁהַדֶּגֶם הָרָאוּי הוּא חֵרוּת מְרַבִּית, גַּם בִּמְחִיר הַזְנָחָה שֶׁל הַפָּחוֹת מֻצְלָחִים?","The idea of welfare states sparks a deep debate within political philosophy and social economics. A welfare state is defined as one that allocates many resources to guarantee a safety net for its citizens: allowances for the sick and unemployed, support in education and healthcare, and tax systems that serve as redistributive tools balancing wealth and poverty.

Opponents of the social-democratic state argue that it encourages dependency and diminishes the drive for innovation and private initiative. Conversely, supporters emphasize that the system expresses social responsibility and prevents society from collapsing into extremes of powerless minorities facing a small elite of the wealthy.

In Israel, for example, a hybrid model is observed: established welfare systems such as National Insurance and a public healthcare system, but also a significant reliance on private donations and the free market. This dialectic places at the forefront pressing questions about the essence of modern society: to what extent must the state bear responsibility, and what rests upon each of us as individuals?

The discussion about welfare states reflects not only economic structures, but also a profound ideology: are we committed to a society that wholly supports the vulnerable, or is the preferable model one of maximal freedom, even at the cost of neglecting the less successful?","הרעיון של מדינות רווחה מעורר וכוח עמק בתוך הפילוסופיה הפוליטית והכלכלה החברתית. מדינת רווחה מגדרת כזאת המקצאה מקורה רבים להבטיח רשת בטחון לאזרחים: קצבאות לחלים ולמבטלים, תמכוך בחנוך ובשרותי בריאות, ומערכות מס שמשמשות ככלי חלוקה מחדשים של העשרה לעומת עניות.

מתנגדי המדינה הסוציאל־דמוקרטית טוענים כי היא מעודדת תלות ומצמצמת את הדחף לחדשנות וליזמות פרטית. מנגד, תומכים מדגישים שהמערכת מבטאת אחריות חברתית ומונעת מן החברה להתפרק למעורבות של מעוטים חסרי כל מול אצלה מעוטית של עשירים.

בישראל, למשל, נצפה דגם היברידי: מערכות רווחה מוסדות כמו בטוח לאמי ומערכת בריאות צבורית, אבל גם מידה גדולה של תלות בתורמות פרטיות ובשוק חפשי. הדיאלקטיקה הזאת מעמידה בחזית שאלות נוקובות על מהות החברה המודרנית: עד איזה גבול המדינה חיבת לשאת באחריות, ומה חל על כל אחד מאתנו כיחיד?

הדיון על מדינות רווחה מראה לא רק על מערכות כלכליות, אלא גם על אידאולוגיה עמוקה: האם אנחנו מחיבים לחברה שכלה עוזרת לחלושים, או שהדגם הראוי הוא חרות מרבית, גם במחיר הזנחה של הפחות מצלחים?"
פִּילוֹסוֹפְיָה סוֹקְרָטִית,Socratic Philosophy,philosophy,C,,,
"סִינֶקְדוֹכֵּה, נְיוּ־יוֹרְק","Synecdoche, New York",psychology,C,,,
הַבָּנוֹאלִיּוּת שֶׁל הָרָע,The Banality of Evil,philosophy,C,,,
הַחֻקָּה שֶׁל סְפָרַד,The Constitution of Spain,politics,C,,,
הַחַיִּים הַטּוֹבִים,The Good Life,philosophy,C,,,
הִסְטוֹרְיַת הַדִּיסְאִינְפוֹרְמַצְיָה,The History of Disinformation,history,C,,,
הַקַּפְקָאִי,The Kafkaesque,drama,C,,,
אַגַּדַּת זֶלְדָּה – אוֹקָרִינַת הַזְּמַן,The Legend of Zelda - Ocarina of Time,culture,C,,,
הַמְּטַמוֹרְפוֹזָה,The Metamorphosis,drama,C,,,
פָּרָדוֹקְס הַבְּחִירָה,The Paradox of Choice,psychology,C,,,
פִּילוֹסוֹפְיָה שֶׁל שָׂפוֹת שְׁנִיּוֹת,The Philosophy of Second Languages,philosophy,C,,,
מִשְׁקַל חַיִּים רְגִילִים,The Weight of Ordinary Lives,dialogue,C,,,
בַּרְבּוּר הַפֶּרֶא,The Wild Duck,drama,C,,,
נְסִיעָה בַּזְּמַן,Time Travel,fantasy,C,,,
שְׁקָרִים לְבָנִים,White Lies,philosophy,C,,,
